Y,X
-12.66577455,32.9362751
-12.6646289666667,32.9314588166667
-12.6660665333333,32.93462435
-12.6982719166667,32.9152237833333
-12.7012098333333,32.9149596
-12.7265921,32.9111402666667
-12.7269541166667,32.91147455
-12.7264403166667,32.9111111166667
-12.7263213,32.9110902833333
-12.72815175,32.9124226833333
-12.6746541666667,32.9625116
-12.7003912,32.95220675
-12.7029811833333,32.91940055
-12.7032868333333,32.9192135166667
-12.6944988,32.9250384666667
-12.6842336166667,32.9281649333333
-12.6949274833333,32.92533085
-12.6895528333333,32.9262814333333
-12.6959688,32.9244974
-12.6873296666667,32.92593175
-12.70214085,32.87461305
-12.6849624333333,32.9279178833333
-12.6844378166667,32.9277405
-12.6836826666667,32.9274371333333
-12.6913386833333,32.9246463666667
-12.70205385,32.8748040666667
-12.6949497333333,32.9252649666667
-12.7029524666667,32.8744547833333
-12.68468345,32.9281855833333
-12.6673563166667,32.9599659
-12.6875920666667,32.8767712833333
-12.70256375,32.9582083
-12.6871128,32.8768931166667
-12.6868201,32.8767435833333
-12.6877504666667,32.8777127
-12.6887146,32.8764396166667
-12.6958952,32.9503421166667
-12.6869196,32.9262819666667
-12.68479855,32.92747215
-12.7021753333333,32.8750187666667
-12.7025053333333,32.8755449166667
-12.6884984833333,32.87635405
-12.6882703333333,32.87918335
-12.6871829,32.8778656333333
-12.6949985,32.9548234
-12.7005986833333,32.9556223666667
-12.7035694333333,32.9190790666667
-12.6948178666667,32.92512165
-12.69524825,32.9246720666667
-12.6955302833333,32.9249266333333
-12.6941077333333,32.9241036833333
-12.7010276333333,32.926136
-12.70139105,32.9258931833333
-12.6856103833333,32.8777751666667
-12.6857538833333,32.8778940666667
-12.6861045666667,32.8779848333333
-12.6864782,32.8774516833333
-12.6878534833333,32.8772316166667
-12.6726143333333,32.9604512333333
-12.6999868333333,32.9524790166667
-12.9400642166667,32.9663192166667
-12.9404454166667,32.9657139166667
-12.9119167833333,32.96620115
-12.9303515833333,33.0079688333333
-12.9300592166667,33.0045755
-12.9388073666667,32.96609965
-12.9359213333333,32.96655055
-12.9382699,32.9663914
-12.9378522,32.9652158
-12.9370383833333,32.9658337833333
-12.9361868833333,32.9891335166667
-12.9362117166667,32.9890459666667
-12.92898135,32.99437285
-12.9287388833333,32.9943162333333
-12.9289091833333,32.9940100333333
-12.9191946666667,33.0184317833333
-12.9449770666667,32.9978358666667
-12.9291886,32.9941367166667
-12.9099802333333,33.0214879
-12.9032531833333,33.0210792666667
-12.9250881333333,33.0186144833333
-12.9454293333333,32.9975115666667
-12.929262,32.99431475
-12.90573995,33.0113554833333
-12.9369012666667,32.9892988833333
-12.9350088666667,32.98953215
-12.9335463666667,32.997015
-12.90340125,33.0215033
-12.9253206833333,33.0186582333333
-12.9271504,32.9850684
-12.92141715,32.98598535
-12.9297645166667,32.9961621166667
-12.9269818166667,32.9795507166667
-12.98081185,32.9546505
NA,NA
-12.9856089333333,32.9511281833333
-12.9816163333333,32.9681120166667
-13.03825125,32.9116504166667
-13.0378637,32.9129833833333
-13.03790965,32.9124857833333
-13.0321580666667,32.9179844
-13.0327485166667,32.9173342666667
-12.9266487833333,32.9796752166667
-12.9459326833333,32.9585386666667
-12.9758564666667,32.94754515
-12.9726393,32.9727466166667
-12.9695640166667,32.9729707666667
-13.0328363333333,32.91410365
-13.0324486333333,32.9133603833333
-13.0311705,32.9134353666667
-13.033835,32.9135879
-12.9265439666667,32.9780028666667
-12.9794186,32.9499461333333
-12.97028365,32.9554705
-12.9813569666667,32.9684120833333
-12.9809130166667,32.96834885
-13.0377426,32.9107394833333
-13.0416793,32.9127016833333
-13.0338952833333,32.9146474166667
-13.01750515,32.9123409166667
-12.9453825333333,32.9602030666667
-12.9805951833333,32.9545509333333
-12.9730807833333,32.9723954
-12.7258665166667,32.9282164833333
-12.7282017666667,32.9227411166667
-12.9216800833333,32.9799311
-12.9454028333333,32.9612316166667
-12.9743896666667,32.97011215
-12.7353080333333,32.9213350166667
-12.7299951333333,32.9225745
