X,Y,id,YCoordinate,XCoordinate,elevation,slope,aspect,region,country,geometry,area,map_class,map_info
32.7755482139648,-12.795935393032,992,-12.795935393032,32.7755482139648,1032,0.011269639786451,5.59183174518858,Eastern,Zambia,points,1,1,Closed forest
32.6264279238402,-12.2816500553416,1827,-12.2816500553416,32.6264279238402,785,0.0216859692871573,5.01735570343818,Eastern,Zambia,points,1,1,Closed forest
32.9482941886091,-13.3386074847328,1365,-13.3386074847328,32.9482941886091,0,1.#QNAN,0,0,0,points,1,1,Closed forest
32.8289979565095,-12.6345081874722,270,-12.6345081874722,32.8289979565095,1056,0.0188788375234522,5.1108727876668,Eastern,Zambia,points,1,1,Closed forest
32.6267872498405,-12.4894303149185,1063,-12.4894303149185,32.6267872498405,777,0.0209403961641121,4.12147227277411,Eastern,Zambia,points,1,1,Closed forest
32.8726560655459,-12.8183932680403,1722,-12.8183932680403,32.8726560655459,1095,0.00567396033196862,3.43818913023166,Eastern,Zambia,points,1,1,Closed forest
32.8554084175315,-13.0866301271395,1115,-13.0866301271395,32.8554084175315,1053,0.00639802129371429,0.734605828324394,Eastern,Zambia,points,1,1,Closed forest
32.7820160819702,-12.4766742419138,2015,-12.4766742419138,32.7820160819702,1028,0.00523871340312821,2.64755006524198,Eastern,Zambia,points,1,1,Closed forest
32.9065225410742,-12.8428274360493,689,-12.8428274360493,32.9065225410742,1136,0.0112558336924578,5.57458982130526,Eastern,Zambia,points,1,1,Closed forest
33.0205187146694,-13.1616394296673,2093,-13.1616394296673,33.0205187146694,0,1.#QNAN,0,0,0,points,1,1,Closed forest
32.7023355414036,-13.0099140261111,1042,-13.0099140261111,32.7023355414036,1036,0.0244195424219381,6.27185818040152,Eastern,Zambia,points,1,1,Closed forest
32.7813872614697,-12.9261012365801,581,-12.9261012365801,32.7813872614697,1046,0.0128288243271829,4.38958387144401,Eastern,Zambia,points,1,1,Closed forest
32.6725114833787,-13.174395502672,175,-13.174395502672,32.6725114833787,945,0.00770695699677422,5.20763197807904,Eastern,Zambia,points,1,1,Closed forest
32.8274708210082,-12.6898443914927,786,-12.6898443914927,32.8274708210082,1086,0.011960312387688,6.0143506506784,Eastern,Zambia,points,1,1,Closed forest
32.8019586749869,-12.7760826315246,2012,-12.7760826315246,32.8019586749869,1051,0.018144683696624,4.4008446082786,Eastern,Zambia,points,1,1,Closed forest
32.8192063230013,-12.6458269564764,67,-12.6458269564764,32.8192063230013,1054,0.0184577970638351,4.91215118402743,Eastern,Zambia,points,1,1,Closed forest
32.9092174860765,-12.5912094044562,640,-12.5912094044562,32.9092174860765,1075,0.0189543755698903,4.77684610877272,Eastern,Zambia,points,1,1,Closed forest
32.7303629694271,-12.3870224048806,1408,-12.3870224048806,32.7303629694271,992,0.0103691406930189,4.77784876834376,Eastern,Zambia,points,1,1,Closed forest
32.8178588505002,-12.7066428819989,35,-12.7066428819989,32.8178588505002,1101,0.0126730067139927,5.62665823548328,Eastern,Zambia,points,1,1,Closed forest
32.8029468214877,-12.8225255170418,862,-12.8225255170418,32.8029468214877,1093,0.00889164252294722,0.57515503530454,Eastern,Zambia,points,1,1,Closed forest
33.0130627001632,-12.8633090180569,1181,-12.8633090180569,33.0130627001632,0,1.#QNAN,0,0,0,points,1,1,Closed forest
32.7260510574235,-12.4252906238948,298,-12.4252906238948,32.7260510574235,1006,0.017036559745647,4.25907927820028,Eastern,Zambia,points,1,1,Closed forest
32.5919326278114,-13.1421459941601,766,-13.1421459941601,32.5919326278114,946,0.0247033633090388,3.50824221654119,Eastern,Zambia,points,1,1,Closed forest
32.7755482139648,-12.5244645999315,1110,-12.5244645999315,32.7755482139648,940,0.00942676762771299,5.2402257684279,Eastern,Zambia,points,1,1,Closed forest
32.6275059018411,-12.5165594279286,668,-12.5165594279286,32.6275059018411,847,0.0319892586154538,0.903154741746751,Eastern,Zambia,points,1,1,Closed forest
32.7397054454349,-12.242124195327,1857,-12.242124195327,32.7397054454349,807,0.0165920373937265,3.78302149206385,Eastern,Zambia,points,1,1,Closed forest
32.7720447854619,-12.2193069943185,834,-12.2193069943185,32.7720447854619,870,0.0162140781699432,3.23526481674208,Eastern,Zambia,points,1,1,Closed forest
33.0257289416738,-12.6748425309871,1887,-12.6748425309871,33.0257289416738,0,1.#QNAN,0,0,0,points,1,1,Closed forest
32.70997121891,-12.269073645337,1660,-12.269073645337,32.70997121891,816,0.0194478369183715,4.69146141019213,Eastern,Zambia,points,1,1,Closed forest
32.8178588505002,-13.0860013066393,184,-13.0860013066393,32.8178588505002,1044,0.00759950957463457,5.25650963086499,Eastern,Zambia,points,1,1,Closed forest
32.7605463534523,-12.5350647169354,707,-12.5350647169354,32.7605463534523,961,0.0117721832536965,5.34059315038512,Eastern,Zambia,points,1,1,Closed forest
32.7211103249193,-13.06084848663,1888,-13.06084848663,32.7211103249193,1050,0.010060053220916,3.43451555319827,Eastern,Zambia,points,1,1,Closed forest
32.823697898005,-12.4964371719211,494,-12.4964371719211,32.823697898005,1020,0.038267766667591,5.06718621907647,Eastern,Zambia,points,1,1,Closed forest
32.7821059134703,-12.477213230914,1786,-12.477213230914,32.7821059134703,1028,0.00523871340312821,2.64755006524198,Eastern,Zambia,points,1,1,Closed forest
32.7467123024407,-12.4714640149119,143,-12.4714640149119,32.7467123024407,965,0.014902609427941,4.40728507246255,Eastern,Zambia,points,1,1,Closed forest
32.6342432643468,-13.0766588306358,51,-13.0766588306358,32.6342432643468,973,0.00794563754030626,3.88799478496711,Eastern,Zambia,points,1,1,Closed forest
32.7826449024707,-12.5403647754374,1773,-12.5403647754374,32.7826449024707,967,0.029165456848413,5.80620665455298,Eastern,Zambia,points,1,1,Closed forest
32.9090378230763,-12.933826745583,1600,-12.933826745583,32.9090378230763,1108,0.0100871620466862,2.42356702538712,Eastern,Zambia,points,1,1,Closed forest
32.669187717876,-12.49338290092,2013,-12.49338290092,32.669187717876,839,0.0160061331449564,3.01188823890326,Eastern,Zambia,points,1,1,Closed forest
32.623732978838,-12.4990422854221,1246,-12.4990422854221,32.623732978838,819,0.0316896100469187,0.534680396501675,Eastern,Zambia,points,1,1,Closed forest
32.9449704231063,-13.1363069466579,1111,-13.1363069466579,32.9449704231063,1046,0.0096858132482858,4.71238898038469,Eastern,Zambia,points,1,1,Closed forest
32.9226023795877,-13.0948047936426,1609,-13.0948047936426,32.9226023795877,1047,0.00713482141636526,3.45704079426273,Eastern,Zambia,points,1,1,Closed forest
32.8408557145194,-12.5064084684248,820,-12.5064084684248,32.8408557145194,1024,0.0206363549857872,3.4896803215256,Eastern,Zambia,points,1,1,Closed forest
32.9885387006427,-12.8766040800618,660,-12.8766040800618,32.9885387006427,1133,1.#QNAN,0,Eastern,Zambia,points,1,1,Closed forest
32.8301657660104,-12.7361076140098,1898,-12.7361076140098,32.8301657660104,1088,0.0149814229633851,4.80306226652699,Eastern,Zambia,points,1,1,Closed forest
33.019979725669,-13.036414318621,2021,-13.036414318621,33.019979725669,0,1.#QNAN,0,0,0,points,1,1,Closed forest
32.9666198146244,-12.8224356855418,1551,-12.8224356855418,32.9666198146244,0,1.#QNAN,0,0,0,points,1,1,Closed forest
32.7195831894181,-13.0308447656189,255,-13.0308447656189,32.7195831894181,1081,0.035899457334904,0.0694033678937926,Eastern,Zambia,points,1,1,Closed forest
32.7809381039693,-13.0279701576178,309,-13.0279701576178,32.7809381039693,1028,0.0193705097675345,2.37651545972996,Eastern,Zambia,points,1,1,Closed forest
32.7308121269274,-12.5238357794312,1393,-12.5238357794312,32.7308121269274,924,0.0129853581607682,4.92287577176167,Eastern,Zambia,points,1,1,Closed forest
32.7077254314082,-13.1588546531663,793,-13.1588546531663,32.7077254314082,973,0.0128264776855685,3.24969149945054,Eastern,Zambia,points,1,1,Closed forest
32.9510789651114,-12.801415114534,1848,-12.801415114534,32.9510789651114,1176,1.#QNAN,0,Eastern,Zambia,points,1,1,Closed forest
32.9801843711357,-12.70951749,1975,-12.70951749,32.9801843711357,1213,0.0118115577359564,0.460505666944734,Eastern,Zambia,points,1,1,Closed forest
33.0467495126914,-12.6540016229794,1519,-12.6540016229794,33.0467495126914,0,1.#QNAN,0,0,0,points,1,1,Closed forest
32.7223679659204,-13.0621959591305,1589,-13.0621959591305,32.7223679659204,1050,0.010060053220916,3.43451555319827,Eastern,Zambia,points,1,1,Closed forest
32.9793758876351,-12.6574152199807,612,-12.6574152199807,32.9793758876351,1159,0.013217013755644,4.47407455594006,Eastern,Zambia,points,1,1,Closed forest
32.8360946450154,-12.1609165192969,13,-12.1609165192969,32.8360946450154,890,0.0207324793295729,5.30215492035995,Eastern,Zambia,points,1,1,Closed forest
33.0321968096792,-12.8758854280615,1323,-12.8758854280615,33.0321968096792,0,1.#QNAN,0,0,0,points,1,1,Closed forest
32.6679300768749,-13.0822283836379,1802,-13.0822283836379,32.6679300768749,1003,0.00868344657665259,4.55552342862332,Eastern,Zambia,points,1,1,Closed forest
32.688411658892,-12.3317760323602,577,-12.3317760323602,32.688411658892,884,0.0102496060940592,6.16177479223856,Eastern,Zambia,points,1,1,Closed forest
32.5894173458093,-12.4427179349012,1001,-12.4427179349012,32.5894173458093,733,0.00554620921597637,4.61439572484125,Eastern,Zambia,points,1,1,Closed forest
32.753000507446,-12.2107730018154,771,-12.2107730018154,32.753000507446,880,0.0092290391561104,4.36752204014177,Eastern,Zambia,points,1,1,Closed forest
32.6814946333862,-13.1826600006751,1441,-13.1826600006751,32.6814946333862,948,0.00865719863618518,2.6414233136665,Eastern,Zambia,points,1,1,Closed forest
32.6975744718997,-13.0155734106132,831,-13.0155734106132,32.6975744718997,1031,0.0246134878573701,6.01593083968115,Eastern,Zambia,points,1,1,Closed forest
32.7110491969109,-13.0599501716297,1724,-13.0599501716297,32.7110491969109,1040,0.0154767040073011,3.56529215510101,Eastern,Zambia,points,1,1,Closed forest
32.6302906783435,-12.4125345508901,995,-12.4125345508901,32.6302906783435,828,0.0189247002977957,4.04814706665532,Eastern,Zambia,points,1,1,Closed forest
32.9401195221023,-13.1288509321552,528,-13.1288509321552,32.9401195221023,1037,0.00419418820444817,4.41701987397263,Eastern,Zambia,points,1,1,Closed forest
32.9700334116273,-12.7850657815279,724,-12.7850657815279,32.9700334116273,0,1.#QNAN,0,0,0,points,1,1,Closed forest
32.8381607695171,-12.687957929992,174,-12.687957929992,32.8381607695171,1081,0.0111276103811863,5.73478960252032,Eastern,Zambia,points,1,1,Closed forest
32.7843517009722,-12.5889636169553,675,-12.5889636169553,32.7843517009722,1050,0.00937947877663192,1.02316305069335,Eastern,Zambia,points,1,1,Closed forest
32.6522993958619,-12.1952321523096,306,-12.1952321523096,32.6522993958619,794,0.0261203024210719,4.87409080417819,Eastern,Zambia,points,1,1,Closed forest
32.6717928313781,-13.0103631836113,246,-13.0103631836113,32.6717928313781,1018,0.00802301433999126,4.89946949450599,Eastern,Zambia,points,1,1,Closed forest
32.8300759345104,-12.1029752017755,1496,-12.1029752017755,32.8300759345104,901,0.0246510636198883,6.08054426171783,Eastern,Zambia,points,1,1,Closed forest
32.7252425739228,-13.0224904361158,692,-13.0224904361158,32.7252425739228,1047,0.0353044732491779,6.18509195307529,Eastern,Zambia,points,1,1,Closed forest
32.8102231729938,-12.1257924027839,1591,-12.1257924027839,32.8102231729938,895,0.0146972788269866,3.93492031083816,Eastern,Zambia,points,1,1,Closed forest
32.9765012796327,-12.7273041270065,1862,-12.7273041270065,32.9765012796327,1224,1.#QNAN,0,Eastern,Zambia,points,1,1,Closed forest
32.8264826745074,-12.5495275884408,658,-12.5495275884408,32.8264826745074,1035,0.0133242217905307,5.66423707974693,Eastern,Zambia,points,1,1,Closed forest
32.9506298076111,-13.3650179457426,803,-13.3650179457426,32.9506298076111,0,1.#QNAN,0,0,0,points,1,1,Closed forest
32.9287109215928,-12.7444619435129,22,-12.7444619435129,32.9287109215928,1177,0.0107141899633431,5.15741760629099,Eastern,Zambia,points,1,1,Closed forest
32.7005389114021,-12.3816325148786,426,-12.3816325148786,32.7005389114021,933,0.0151968293840131,4.65880397565778,Eastern,Zambia,points,1,1,Closed forest
32.9019411345704,-12.6033366569607,801,-12.6033366569607,32.9019411345704,1089,0.0173916533115841,0.637807611651943,Eastern,Zambia,points,1,1,Closed forest
32.754258148447,-12.9787424955996,735,-12.9787424955996,32.754258148447,982,0.00781305235061769,3.78728613562605,Eastern,Zambia,points,1,1,Closed forest
32.5615695807861,-13.11501688115,1976,-13.11501688115,32.5615695807861,910,0.0114820497337148,5.1257561959978,Eastern,Zambia,points,1,1,Closed forest
32.7863279939738,-12.7373652550103,1487,-12.7373652550103,32.7863279939738,1080,0.0109866778608238,2.61457029561355,Eastern,Zambia,points,1,1,Closed forest
32.8012400229863,-12.4955388569208,248,-12.4955388569208,32.8012400229863,994,0.00667461318944882,1.6930451201282,Eastern,Zambia,points,1,1,Closed forest
32.7607260164524,-13.16882594967,275,-13.16882594967,32.7607260164524,993,0.0128264827655454,3.2496951489184,Eastern,Zambia,points,1,1,Closed forest
32.9977015136504,-13.0329108901197,1140,-13.0329108901197,32.9977015136504,0,1.#QNAN,0,0,0,points,1,1,Closed forest
33.0194407366685,-12.9300538225816,826,-12.9300538225816,33.0194407366685,0,1.#QNAN,0,Eastern,Zambia,points,1,1,Closed forest
32.9810826861365,-13.1015421561451,813,-13.1015421561451,32.9810826861365,0,1.#QNAN,0,0,0,points,1,1,Closed forest
33.0037202241554,-13.1809532021744,688,-13.1809532021744,33.0037202241554,0,1.#QNAN,0,0,0,points,1,1,Closed forest
32.7661159064569,-12.5272493764325,1223,-12.5272493764325,32.7661159064569,958,0.00787285624538934,6.24811219347292,Eastern,Zambia,points,1,1,Closed forest
32.7941433344803,-12.5088339189257,498,-12.5088339189257,32.7941433344803,962,0.019465092459878,4.14595590174602,Eastern,Zambia,points,1,1,Closed forest
32.7748295619642,-13.0307549341189,478,-13.0307549341189,32.7748295619642,1042,0.0160991230745235,2.41876358234576,Eastern,Zambia,points,1,1,Closed forest
32.7354833649313,-12.3569288523695,9,-12.3569288523695,32.7354833649313,948,0.0205918097124603,5.41420778528793,Eastern,Zambia,points,1,1,Closed forest
32.773392257963,-12.9304131485817,1775,-12.9304131485817,32.773392257963,1028,0.013867763526066,4.79072562939055,Eastern,Zambia,points,1,1,Closed forest
32.6149294918306,-13.1143880606498,1225,-13.1143880606498,32.6149294918306,958,0.0160814495761076,5.52408406469347,Eastern,Zambia,points,1,1,Closed forest
32.7425800534373,-12.3065333808508,500,-12.3065333808508,32.7425800534373,883,0.00692674641790969,0.990394310353662,Eastern,Zambia,points,1,1,Closed forest
32.6525688903621,-12.0917462642713,219,-12.0917462642713,32.6525688903621,793,0.00391974252367899,5.34139365608133,Muchinga,Zambia,points,1,1,Closed forest
32.9843166201392,-13.1624479131676,1935,-13.1624479131676,32.9843166201392,0,1.#QNAN,0,Eastern,Zambia,points,1,1,Closed forest
33.0012049421533,-13.1243593571535,1685,-13.1243593571535,33.0012049421533,0,1.#QNAN,0,0,0,points,1,1,Closed forest
32.7364715114322,-12.3738171743757,997,-12.3738171743757,32.7364715114322,969,0.0112616855380001,5.840095020295,Eastern,Zambia,points,1,1,Closed forest
32.7843517009722,-12.7982710120328,927,-12.7982710120328,32.7843517009722,1046,0.0159208356069504,5.11513770422848,Eastern,Zambia,points,1,1,Closed forest
32.8155232314982,-12.9837730596015,2069,-12.9837730596015,32.8155232314982,1033,0.0146666475700637,4.40221418436625,Eastern,Zambia,points,1,1,Closed forest
32.7333274089295,-12.320547094856,1004,-12.320547094856,32.7333274089295,879,0.017487667517795,6.03618673893814,Eastern,Zambia,points,1,1,Closed forest
32.608192129325,-12.5161102704284,590,-12.5161102704284,32.608192129325,826,0.0302990486043508,5.10279451012307,Eastern,Zambia,points,1,1,Closed forest
32.8554084175315,-13.0774673141361,66,-13.0774673141361,32.8554084175315,1051,0.00594988408199008,0.991790362181033,Eastern,Zambia,points,1,1,Closed forest
32.7828245654709,-12.9161299400764,1276,-12.9161299400764,32.7828245654709,1038,0.0159678359469316,4.61880146146923,Eastern,Zambia,points,1,1,Closed forest
32.9375144086001,-13.1152863756501,161,-13.1152863756501,32.9375144086001,1050,0.0114406082647427,4.37395945813131,Eastern,Zambia,points,1,1,Closed forest
32.759019217951,-12.4454128799022,375,-12.4454128799022,32.759019217951,972,0.0112283161693178,0.742213338634366,Eastern,Zambia,points,1,1,Closed forest
32.9226023795877,-13.0552789336279,2098,-13.0552789336279,32.9226023795877,1058,0.00698522426326391,5.02834511652597,Eastern,Zambia,points,1,1,Closed forest
32.8429218390211,-12.1839133833054,43,-12.1839133833054,32.8429218390211,939,0.0140175395070855,5.01708583843843,Eastern,Zambia,points,1,1,Closed forest
33.0219560186706,-12.9405641080855,1025,-12.9405641080855,33.0219560186706,0,1.#QNAN,0,0,0,points,1,1,Closed forest
32.9791962246349,-12.7373652550103,1614,-12.7373652550103,32.9791962246349,0,1.#QNAN,0,0,0,points,1,1,Closed forest
33.0180932641674,-12.6965817539952,1911,-12.6965817539952,33.0180932641674,0,1.#QNAN,0,0,0,points,1,1,Closed forest
32.8800222485521,-13.117621994651,711,-13.117621994651,32.8800222485521,1045,0.00786005239242732,5.33949108840556,Eastern,Zambia,points,1,1,Closed forest
32.5489033392755,-12.4644571579093,768,-12.4644571579093,32.5489033392755,716,0.0147922354359201,6.25519421952425,Eastern,Zambia,points,1,1,Closed forest
32.9536840786136,-12.8405816485485,556,-12.8405816485485,32.9536840786136,1177,1.#QNAN,0,Eastern,Zambia,points,1,1,Closed forest
32.7897415909767,-12.7835386460274,229,-12.7835386460274,32.7897415909767,1049,0.012266303092809,5.2332921410803,Eastern,Zambia,points,1,1,Closed forest
32.8172300299996,-13.0643519151313,1571,-13.0643519151313,32.8172300299996,1040,0.005975246490863,6.23686886234974,Eastern,Zambia,points,1,1,Closed forest
32.7987247409842,-12.6102536824632,1762,-12.6102536824632,32.7987247409842,1036,0.0178676274455357,1.34101215089143,Eastern,Zambia,points,1,1,Closed forest
32.6053175213226,-13.1483443676624,1354,-13.1483443676624,32.6053175213226,958,0.021516693383994,3.40841777913181,Eastern,Zambia,points,1,1,Closed forest
32.8678051645419,-12.6550796009798,1357,-12.6550796009798,32.8678051645419,1097,0.0141294468682743,3.92222784278834,Eastern,Zambia,points,1,1,Closed forest
33.0041693816558,-13.1796057296739,287,-13.1796057296739,33.0041693816558,0,1.#QNAN,0,0,0,points,1,1,Closed forest
32.750664888444,-12.3862139213803,1202,-12.3862139213803,32.750664888444,929,0.0242690113626443,1.830841461648,Eastern,Zambia,points,1,1,Closed forest
33.0435155786887,-12.6234589129681,1929,-12.6234589129681,33.0435155786887,1256,1.#QNAN,0,Eastern,Zambia,points,1,1,Closed forest
32.9814420121368,-13.0769283251359,1207,-13.0769283251359,32.9814420121368,1093,1.#QNAN,0,0,0,points,1,1,Closed forest
32.8207334585026,-12.2306257633227,1930,-12.2306257633227,32.8207334585026,948,0.00880595146832375,2.10408027343301,Eastern,Zambia,points,1,1,Closed forest
32.6840997468884,-13.0417143771229,1154,-13.0417143771229,32.6840997468884,1127,0.0376500504136688,3.20408726310998,Eastern,Zambia,points,1,1,Closed forest
32.7517428664449,-12.1441180287907,1937,-12.1441180287907,32.7517428664449,920,0.0147550685052908,3.3677075569807,Eastern,Zambia,points,1,1,Closed forest
32.7311714529277,-12.1074667767771,647,-12.1074667767771,32.7311714529277,931,0.0183906414537131,5.65892585224033,Eastern,Zambia,points,1,1,Closed forest
32.8367234655159,-12.7299092405075,2060,-12.7299092405075,32.8367234655159,1097,0.0199268845480562,4.92502512981251,Eastern,Zambia,points,1,1,Closed forest
32.6997304279015,-13.0179988611141,676,-13.0179988611141,32.6997304279015,1064,0.0567298092680522,6.06197179646458,Eastern,Zambia,points,1,1,Closed forest
32.5774697562993,-13.08788776814,1919,-13.08788776814,32.5774697562993,949,0.0215703293668463,5.16824242236935,Eastern,Zambia,points,1,1,Closed forest
32.8774171350499,-12.5876161444549,454,-12.5876161444549,32.8774171350499,1103,0.0158536669168099,1.45071383148632,Eastern,Zambia,points,1,1,Closed forest
32.8875680945584,-12.5921077194565,439,-12.5921077194565,32.8875680945584,1076,0.00931926806894912,0.856560681900489,Eastern,Zambia,points,1,1,Closed forest
33.024830626673,-12.9819764296008,1400,-12.9819764296008,33.024830626673,0,1.#QNAN,0,0,0,points,1,1,Closed forest
33.0421681061875,-12.9481997855883,102,-12.9481997855883,33.0421681061875,0,1.#QNAN,0,0,0,points,1,1,Closed forest
32.9722791991291,-12.7520976210157,1281,-12.7520976210157,32.9722791991291,0,1.#QNAN,0,0,0,points,1,1,Closed forest
32.8734645490466,-12.9586202395922,1277,-12.9586202395922,32.8734645490466,1106,0.0460181158925735,1.44072357687151,Eastern,Zambia,points,1,1,Closed forest
32.7091627354094,-12.4596960884075,2000,-12.4596960884075,32.7091627354094,940,0.00413996692626947,4.7123889803847,Eastern,Zambia,points,1,1,Closed forest
32.8096841839933,-12.6497795424779,1130,-12.6497795424779,32.8096841839933,1033,0.0050211500089486,6.25567872424171,Eastern,Zambia,points,1,1,Closed forest
33.0226746706712,-13.0577942156289,428,-13.0577942156289,33.0226746706712,0,1.#QNAN,0,0,0,points,1,1,Closed forest
32.9200870975856,-13.1139389031496,1203,-13.1139389031496,32.9200870975856,1032,0.00393702112674015,5.6860551801811,Eastern,Zambia,points,1,1,Closed forest
32.7927958619792,-12.3327641788605,238,-12.3327641788605,32.7927958619792,911,0.0170030265152161,5.64942990489446,Eastern,Zambia,points,1,1,Closed forest
32.8197453120017,-12.5939043494572,1982,-12.5939043494572,32.8197453120017,1043,0.0223222535335722,4.80367277573557,Eastern,Zambia,points,1,1,Closed forest
32.6494247878594,-12.4436162499016,1037,-12.4436162499016,32.6494247878594,1003,0.0173485282034989,2.68880998899899,Eastern,Zambia,points,1,1,Closed forest
32.9177514785836,-12.7245193505055,1540,-12.7245193505055,32.9177514785836,1149,0.0113008455744155,6.19751477014804,Eastern,Zambia,points,1,1,Closed forest
32.7383579729337,-12.4808963224154,1262,-12.4808963224154,32.7383579729337,951,0.0109498480462294,4.22222087558162,Eastern,Zambia,points,1,1,Closed forest
33.0250102896732,-12.6782561279884,154,-12.6782561279884,33.0250102896732,0,1.#QNAN,0,0,0,points,1,1,Closed forest
